rho R(km) M(SM) 
200206786.720295 3398.008919 0.975893 
200406993.507015 3397.193239 0.975971 
200607400.500522 3396.377969 0.976048 
200808007.901023 3395.563114 0.976125 
201008815.908924 3394.748670 0.976202 
201209824.724833 3393.934636 0.976279 
201411034.549558 3393.123579 0.976356 
201612445.584107 3392.314403 0.976434 
201814058.029691 3391.504492 0.976515 
202015872.087721 3390.695000 0.976595 
202217887.959809 3389.885925 0.976675 
202420105.847768 3389.077267 0.976755 
202622525.953616 3388.269027 0.976834 
202825148.479570 3387.461205 0.976913 
203027973.628049 3386.653801 0.976992 
203231001.601677 3385.846815 0.977070 
203434232.603279 3385.040246 0.977148 
203637666.835882 3384.234095 0.977226 
203841304.502718 3383.428361 0.977303 
204045145.807221 3382.623046 0.977381 
204249190.953028 3381.818148 0.977458 
204453440.143981 3381.013667 0.977534 
204657893.584125 3380.209605 0.977610 
204862551.477709 3379.405960 0.977686 
205067414.029187 3378.602733 0.977762 
205272481.443216 3377.799923 0.977837 
205477753.924659 3376.997531 0.977912 
205683231.678584 3376.195557 0.977987 
205888914.910262 3375.394000 0.978062 
206094803.825173 3374.592861 0.978136 
206300898.628998 3373.792140 0.978210 
206507199.527627 3372.992302 0.978283 
206713706.727154 3372.194096 0.978357 
206920420.433881 3371.397193 0.978430 
207127340.854315 3370.600700 0.978502 
207334468.195170 3369.804619 0.978575 
207541802.663365 3369.008949 0.978647 
207749344.466028 3368.213690 0.978719 
207957093.810494 3367.418842 0.978790 
208165050.904304 3366.624405 0.978862 
208373215.955209 3365.830379 0.978933 
208581589.171164 3365.036764 0.979003 
208790170.760335 3364.243560 0.979074 
208998960.931095 3363.450767 0.979144 
209207959.892026 3362.657359 0.979216 
209417167.851918 3361.861969 0.979294 
209626585.019770 3361.066977 0.979371 
209836211.604790 3360.272384 0.979448 
210046047.816395 3359.478190 0.979524 
210256093.864211 3358.684395 0.979601 
210466349.958075 3357.890999 0.979677 
210676816.308033 3357.098002 0.979753 
210887493.124342 3356.305404 0.979828 
211098380.617466 3355.513755 0.979903 
211309478.998083 3354.722867 0.979978 
211520788.477081 3353.932375 0.980052 
211732309.265558 3353.145179 0.980127 
211944041.574824 3352.359091 0.980201 
212155985.616399 3351.573387 0.980275 
212368141.602015 3350.788069 0.980349 
212580509.743617 3350.003137 0.980423 
212793090.253361 3349.218590 0.980496 
213005883.343614 3348.434428 0.980568 
213218889.226958 3347.650652 0.980641 
213432108.116185 3346.870364 0.980714 
213645540.224301 3346.092494 0.980788 
213859185.764525 3345.314996 0.980861 
214073044.950289 3344.537869 0.980935 
214287117.995240 3343.761116 0.981007 
214501405.113235 3342.984734 0.981080 
214715906.518348 3342.208726 0.981152 
214930622.424866 3341.433090 0.981224 
215145553.047291 3340.657826 0.981296 
215360698.600339 3339.882936 0.981367 
215576059.298939 3339.108419 0.981438 
215791635.358238 3338.334275 0.981509 
216007426.993596 3337.565373 0.981581 
216223434.420590 3336.797135 0.981653 
216439657.855010 3336.030184 0.981725 
216656097.512865 3335.265337 0.981796 
216872753.610378 3334.502940 0.981868 
217089626.363988 3333.740888 0.981939 
217306715.990352 3332.980188 0.982011 
217524022.706343 3332.222782 0.982084 
217741546.729049 3331.465711 0.982158 
217959288.275778 3330.707655 0.982234 
218177247.564054 3329.949719 0.982311 
218395424.811618 3329.192138 0.982387 
218613820.236429 3328.438392 0.982466 
218832434.056666 3327.685443 0.982545 
219051266.490722 3326.932839 0.982623 
219270317.757213 3326.180580 0.982701 
219489588.074970 3325.428668 0.982779 
219709077.663045 3324.677102 0.982857 
219928786.740708 3323.925882 0.982934 
220148715.527449 3323.175009 0.983011 
220368864.242976 3322.424482 0.983088 
220589233.107219 3321.674302 0.983165 
220809822.340327 3320.924469 0.983241 
221030632.162667 3320.174983 0.983317 
221251662.794829 3319.425844 0.983392 
221472914.457624 3318.677052 0.983468 
221694387.372082 3317.928608 0.983543 
221916081.759454 3317.180511 0.983617 
222137997.841213 3316.432762 0.983692 
222360135.839054 3315.685361 0.983766 
222582495.974894 3314.938308 0.983840 
222805078.470868 3314.191603 0.983913 
223027883.549339 3313.445246 0.983987 
223250911.432889 3312.699237 0.984060 
223474162.344321 3311.953577 0.984132 
223697636.506666 3311.208266 0.984205 
223921334.143172 3310.463303 0.984277 
224145255.477316 3309.718689 0.984349 
224369400.732793 3308.974424 0.984420 
224593770.133526 3308.230508 0.984492 
224818363.903659 3307.486941 0.984563 
225043182.267563 3306.743724 0.984633 
225268225.449830 3306.000856 0.984704 
225493493.675280 3305.258337 0.984774 
225718987.168955 3304.516168 0.984844 
225944706.156124 3303.774348 0.984913 
226170650.862280 3303.032878 0.984983 
226396821.513143 3302.291758 0.985052 
226623218.334656 3301.550988 0.985120 
226849841.552990 3300.810569 0.985189 
227076691.394543 3300.070499 0.985257 
227303768.085938 3299.330779 0.985325 
227531071.854024 3298.591410 0.985393 
227758602.925878 3297.852391 0.985460 
227986361.528804 3297.113293 0.985530 
228214347.890332 3296.373866 0.985605 
228442562.238223 3295.634777 0.985680 
228671004.800461 3294.896026 0.985755 
228899675.805261 3294.157612 0.985829 
229128575.481067 3293.419537 0.985903 
229357704.056548 3292.681800 0.985976 
229587061.760604 3291.944401 0.986050 
229816648.822365 3291.207340 0.986123 
230046465.471187 3290.470618 0.986195 
230276511.936658 3289.734235 0.986268 
230506788.448595 3288.998363 0.986340 
230737295.237043 3288.263061 0.986412 
230968032.532280 3287.528440 0.986484 
231199000.564813 3286.794208 0.986555 
231430199.565377 3286.060313 0.986626 
231661629.764943 3285.326756 0.986697 
231893291.394708 3284.593538 0.986768 
232125184.686102 3283.860657 0.986838 
232357309.870788 3283.128116 0.986908 
232589667.180659 3282.395912 0.986978 
232822256.847840 3281.664048 0.987047 
233055079.104688 3280.932523 0.987117 
233288134.183792 3280.201336 0.987185 
233521422.317976 3279.470489 0.987254 
233754943.740294 3278.739981 0.987323 
233988698.684034 3278.009812 0.987391 
234222687.382718 3277.279983 0.987458 
234456910.070101 3276.550520 0.987526 
234691366.980171 3275.821481 0.987593 
234926058.347151 3275.092822 0.987660 
235160984.405498 3274.364502 0.987727 
235396145.389904 3273.636522 0.987793 
235631541.535294 3272.908881 0.987860 
235867173.076829 3272.181581 0.987926 
236103040.249906 3271.454621 0.987991 
236339143.290156 3270.728002 0.988057 
236575482.433446 3270.001722 0.988122 
236812057.915879 3269.275784 0.988187 
237048869.973795 3268.550185 0.988251 
237285918.843769 3267.824928 0.988316 
237523204.762613 3267.100012 0.988380 
237760727.967375 3266.375436 0.988443 
237998488.695343 3265.651223 0.988507 
238236487.184038 3264.927356 0.988570 
238474723.671222 3264.203830 0.988633 
238713198.394893 3263.480645 0.988696 
238951911.593288 3262.757801 0.988758 
239190863.504881 3262.035299 0.988821 
239430054.368386 3261.313138 0.988883 
239669484.422754 3260.591275 0.988945 
239909153.907177 3259.869607 0.989011 
240149063.061084 3259.148296 0.989076 
240389212.124145 3258.427394 0.989141 
240629601.336269 3257.707046 0.989205 
240870230.937606 3256.987264 0.989270 
241111101.168543 3256.267970 0.989334 
241352212.269712 3255.549133 0.989398 
241593564.481981 3254.830650 0.989461 
241835158.046463 3254.112523 0.989525 
242076993.204510 3253.394750 0.989588 
242319070.197714 3252.677333 0.989651 
242561389.267912 3251.960271 0.989713 
242803950.657180 3251.243563 0.989776 
243046754.607837 3250.527211 0.989838 
243289801.362445 3249.811214 0.989900 
243533091.163807 3249.095583 0.989961 
243776624.254971 3248.383478 0.990025 
244020400.879226 3247.672120 0.990088 
244264421.280105 3246.961120 0.990151 
244508685.701385 3246.250476 0.990215 
244753194.387087 3245.540189 0.990277 
244997947.581474 3244.830258 0.990340 
245242945.529055 3244.120684 0.990402 
245488188.474584 3243.411466 0.990464 
245733676.663059 3242.702605 0.990526 
245979410.339722 3241.994101 0.990587 
246225389.750061 3241.285953 0.990649 
246471615.139811 3240.578161 0.990710 
246718086.754951 3239.870726 0.990770 
246964804.841706 3239.163648 0.990831 
247211769.646548 3238.456925 0.990891 
247458981.416194 3237.750589 0.990951 
247706440.397611 3237.044806 0.991011 
247954146.838008 3236.339377 0.991070 
248202100.984846 3235.634305 0.991129 
248450303.085831 3234.929588 0.991188 
248698753.388917 3234.225226 0.991247 
248947452.142306 3233.521220 0.991306 
249196399.594448 3232.817569 0.991364 
249445595.994042 3232.114273 0.991422 
249695041.590036 3231.411333 0.991479 
249944736.631626 3230.708748 0.991537 
250194681.368258 3230.006518 0.991594 
250444876.049626 3229.304643 0.991651 
250695320.925676 3228.603123 0.991708 
250946016.246601 3227.901959 0.991764 
251196962.262848 3227.201149 0.991821 
251448159.225111 3226.500695 0.991877 
251699607.384336 3225.800595 0.991932 
251951306.991720 3225.100851 0.991988 
252203258.298712 3224.403120 0.992043 
252455461.557011 3223.707286 0.992099 
252707917.018568 3223.011802 0.992154 
252960624.935586 3222.316666 0.992209 
253213585.560522 3221.621879 0.992264 
253466799.146082 3220.927466 0.992320 
253720265.945228 3220.233482 0.992378 
253973986.211173 3219.539940 0.992439 
254227960.197385 3218.846746 0.992501 
254482188.157582 3218.153894 0.992562 
254736670.345739 3217.461382 0.992623 
254991407.016085 3216.769211 0.992684 
255246398.423101 3216.078442 0.992745 
255501644.821524 3215.388079 0.992805 
255757146.466346 3214.698053 0.992866 
256012903.612812 3214.008364 0.992925 
256268916.516425 3213.319011 0.992985 
256525185.432941 3212.629997 0.993044 
256781710.618374 3211.941319 0.993104 
257038492.328993 3211.252978 0.993162 
257295530.821322 3210.564974 0.993221 
257552826.352143 3209.877308 0.993280 
257810379.178495 3209.191987 0.993338 
258068189.557673 3208.509019 0.993397 
258326257.747231 3207.826383 0.993456 
258584584.004978 3207.144080 0.993515 
258843168.588983 3206.462110 0.993573 
259102011.757572 3205.780472 0.993632 
259361113.769330 3205.099167 0.993689 
259620474.883099 3204.418195 0.993747 
259880095.357982 3203.737555 0.993805 
260139975.453340 3203.057248 0.993862 
260400115.428793 3202.377273 0.993919 
260660515.544222 3201.697631 0.993975 
260921176.059766 3201.018321 0.994032 
261182097.235826 3200.339344 0.994088 
261443279.333062 3199.660700 0.994144 
261704722.612395 3198.982388 0.994200 
261966427.335007 3198.304409 0.994255 
262228393.762342 3197.647282 0.994309 
262490622.156105 3196.993562 0.994362 
262753112.778261 3196.340234 0.994414 
263015865.891039 3195.687298 0.994467 
263278881.756930 3195.034751 0.994519 
263542160.638687 3194.382597 0.994572 
263805702.799325 3193.730833 0.994624 
264069508.502125 3193.079456 0.994675 
264333578.010627 3192.428464 0.994727 
264597911.588637 3191.777894 0.994778 
264862509.500226 3191.128554 0.994829 
265127372.009726 3190.479594 0.994880 
265392499.381736 3189.831026 0.994930 
265657891.881118 3189.182833 0.994981 
265923549.772999 3188.535042 0.995031 
266189473.322772 3187.887621 0.995081 
266455662.796094 3187.240598 0.995130 
266722118.458890 3186.593947 0.995180 
266988840.577349 3185.947659 0.995229 
267255829.417927 3185.301789 0.995278 
267523085.247345 3184.656286 0.995326 
267790608.332592 3184.011134 0.995375 
268058398.940924 3183.366422 0.995423 
268326457.339865 3182.722060 0.995471 
268594783.797205 3182.078043 0.995519 
268863378.581002 3181.434464 0.995567 
269132241.959583 3180.791246 0.995614 
269401374.201543 3180.148409 0.995661 
269670775.575745 3179.505896 0.995708 
269940446.351320 3178.863830 0.995755 
270210386.797671 3178.222147 0.995801 
270480597.184469 3177.580812 0.995847 
270751077.781654 3176.939985 0.995894 
271021828.859435 3176.299860 0.995944 
271292850.688295 3175.660293 0.995993 
271564143.538983 3175.021051 0.996042 
271835707.682522 3174.382161 0.996090 
272107543.390204 3173.743666 0.996139 
272379650.933594 3173.105477 0.996187 
272652030.584528 3172.467736 0.996235 
272924682.615113 3171.830469 0.996283 
273197607.297728 3171.193510 0.996330 
273470804.905025 3170.556921 0.996378 
273744275.709930 3169.920721 0.996425 
274018019.985640 3169.284827 0.996472 
274292038.005626 3168.649267 0.996518 
274566330.043631 3168.014339 0.996565 
274840896.373675 3167.379718 0.996611 
275115737.270049 3166.745404 0.996657 
275390853.007319 3166.111486 0.996703 
275666243.860326 3165.477945 0.996748 
275941910.104186 3164.844710 0.996793 
276217852.014291 3164.211779 0.996839 
276494069.866305 3163.579417 0.996883 
276770563.936171 3162.947503 0.996928 
277047334.500107 3162.315894 0.996972 
277324381.834607 3161.684592 0.997017 
277601706.216442 3161.053691 0.997061 
277879307.922658 3160.423178 0.997104 
278157187.230581 3159.792969 0.997148 
278435344.417811 3159.163064 0.997191 
278713779.762229 3158.533475 0.997234 
278992493.541991 3157.907492 0.997279 
279271486.035533 3157.281860 0.997323 
279550757.521569 3156.656529 0.997368 
279830308.279090 3156.031498 0.997412 
280110138.587369 3155.406808 0.997455 
280390248.725957 3154.782591 0.997499 
280670638.974683 3154.158672 0.997542 
280951309.613657 3153.535052 0.997585 
281232260.923271 3152.911729 0.997628 
281513493.184194 3152.288705 0.997671 
281795006.677378 3151.668950 0.997715 
282076801.684056 3151.049939 0.997759 
282358878.485740 3150.431222 0.997803 
282641237.364225 3149.812800 0.997847 
282923878.601590 3149.194672 0.997890 
283206802.480191 3148.576907 0.997933 
283490009.282671 3147.959617 0.997976 
283773499.291954 3147.342619 0.998019 
284057272.791246 3146.725914 0.998062 
284341330.064037 3146.109501 0.998104 
284625671.394101 3145.493380 0.998146 
284910297.065495 3144.877590 0.998188 
285195207.362561 3144.262590 0.998230 
285480402.569923 3143.647887 0.998271 
285765882.972493 3143.033478 0.998312 
286051648.855465 3142.419363 0.998353 
286337700.504321 3141.805541 0.998394 
286624038.204825 3141.192013 0.998434 
286910662.243030 3140.578913 0.998475 
287197572.905273 3139.966237 0.998515 
287484770.478178 3139.353853 0.998554 
287772255.248656 3138.741761 0.998594 
288060027.503905 3138.129960 0.998634 
288348087.531409 3137.518451 0.998673 
288636435.618940 3136.907234 0.998712 
288925072.054559 3136.296455 0.998751 
289213997.126614 3135.686427 0.998789 
289503211.123740 3135.076691 0.998827 
289792714.334864 3134.467249 0.998865 
290082507.049199 3133.858100 0.998903 
290372589.556248 3133.249243 0.998941 
290662962.145804 3132.640679 0.998978 
290953625.107950 3132.032407 0.999016 
291244578.733058 3131.424586 0.999053 
291535823.311791 3130.817182 0.999089 
291827359.135103 3130.210068 0.999126 
292119186.494238 3129.603245 0.999162 
292411305.680732 3128.997303 0.999201 
292703716.986413 3128.391857 0.999240 
292996420.703399 3127.786937 0.999280 
293289417.124102 3127.182875 0.999323 
293582706.541226 3126.579144 0.999365 
293876289.247768 3125.976306 0.999406 
294170165.537015 3125.373773 0.999448 
294464335.702552 3124.771528 0.999489 
294758800.038255 3124.169570 0.999530 
295053558.838293 3123.567900 0.999571 
295348612.397131 3122.966517 0.999611 
295643961.009528 3122.365421 0.999651 
295939604.970538 3121.764613 0.999692 
296235544.575508 3121.164099 0.999732 
296531780.120084 3120.564166 0.999771 
296828311.900204 3119.964519 0.999811 
297125140.212104 3119.365158 0.999850 
297422265.352316 3118.766083 0.999889 
297719687.617669 3118.167293 0.999928 
298017407.305286 3117.568788 0.999967 
298315424.712591 3116.970569 1.000005 
298613740.137304 3116.372635 1.000043 
298912353.877441 3115.774987 1.000081 
299211266.231319 3115.177664 1.000119 
299510477.497550 3114.581295 1.000157 
299809987.975048 3113.985243 1.000194 
300109797.963023 3113.389478 1.000231 
300409907.760985 3112.794000 1.000267 
300710317.668746 3112.198809 1.000304 
301011027.986415 3111.603904 1.000340 
301312039.014402 3111.009285 1.000377 
301613351.053416 3110.414953 1.000413 
301914964.404469 3109.820908 1.000448 
302216879.368874 3109.227149 1.000484 
302519096.248243 3108.633798 1.000519 
302821615.344491 3108.040924 1.000554 
303124436.959835 3107.448333 1.000589 
303427561.396795 3106.856028 1.000624 
303730988.958192 3106.264007 1.000658 
304034719.947150 3105.672270 1.000693 
